"X1","X2","X3","X4","X5","Y"
0.582694955962054,-1.66408480305966,-3.32816960611933,-1.39168961513681,0.40929877838917,-4.91747535120163
-0.909703682242193,-1.50211011084424,-3.00422022168847,0.614347198415615,-6.51180352238376,-28.4077868049689
0.147168388510707,1.50255303204999,3.00510606409997,-4.00635287039415,3.99614116312254,6.67640640698929
0.896324275520142,1.24368947628777,2.48737895257553,-3.28387578859121,-0.0667909808279059,-10.2623101097519
-1.7476982325707,-0.292523375760184,-0.585046751520368,-3.28171661338629,3.9417801436001,6.09287961592141
0.599884310660268,-0.884733066934892,-1.76946613386978,-0.138398810866519,-2.53571979297875,-11.2136340518324
-1.86810778415345,-0.878597847965526,-1.75719569593105,-0.132669902527499,-2.69840360723704,-11.9873503414573
0.681801691247355,1.46418039811758,2.92836079623516,-1.00457958703478,-2.02825936959971,-8.79576571494075
0.832172737087751,-0.916889484866147,-1.83377896973229,-0.720590141976656,-1.92678513423001,-11.5706621021084
-0.349898808839667,-1.6903556303473,-3.3807112606946,-3.61004329237156,-2.8842626151256,-31.6395676589652
-0.606977002623297,-1.42307033642201,-2.84614067284401,-2.63105372352801,6.96376737447607,21.9275998885078
-2.63744181757129,-1.04002871420276,-2.08005742840551,-0.502261022703909,-0.732034986600856,-4.87526085741122
0.294488978421145,0.401619503082682,0.803239006165364,-4.31108943934729,9.87777582999187,-9.74934920064405
1.65506261054483,-1.98230220802435,-3.9646044160487,0.558057779309515,2.95830216401454,16.1744509337601
0.16195361572864,-1.55597266098727,-3.11194532197454,-2.96486956184328,-1.32711312960349,-20.5756622987927
-0.18984568133228,0.365632701001538,0.731265402003075,3.17171192558419,0.404380712331424,21.3341527598595
-0.237649531014296,1.00367175202748,2.00734350405496,-3.65497229203522,-0.511861020983797,-14.7470657708832
-0.157972987975598,-1.93781948508779,-3.87563897017557,-1.35496008217046,-1.19480736506047,-13.000379064916
0.393777106790349,2.80369972899894,5.60739945799788,-4.97246043361228,0.924551041082784,-10.5331137926077
-0.956185288921458,-1.88093166831667,-3.76186333663334,-1.33596657695304,-4.44787448332131,-28.3900134050358
-0.801986140948228,-4.85834353420907,-9.71668706841814,0.476725533041709,3.33648162527036,12.4414107386275
-1.24714444715938,-2.11742147733037,-4.23484295466074,-2.74171170725449,-2.36659199420433,-26.1650545792103
1.15294771552388,-0.812444276457448,-1.6248885529149,-1.77856856552854,-1.06778912363322,-12.4243186524643
2.18223819393953,-0.784781954187025,-1.56956390837405,-2.83356821571081,1.64078396865558,-3.84499148510259
0.383418594951128,-0.966465065156699,-1.9329301303134,-2.26805917176924,-0.638072271905689,-12.808054632272
-2.3865966656839,-1.80856734849994,-3.61713469699987,-4.06124273853482,-1.73467238279026,-28.7924483868811
-1.16100374751372,-0.0913073095760775,-0.182614619152155,-1.83789245141633,1.81297223021638,2.94604650838004
0.238199495919224,-1.06565125498163,-2.13130250996325,-1.948535861131,-4.72866935921481,-31.1359913707819
-1.78677805173816,-1.05726073188269,-2.11452146376537,-0.288019976316424,-0.78679146161249,-4.3017476287383
-2.05838162517243,2.21558534642736,4.43117069285473,-1.60021188635475,2.95361759766173,13.9521616243497
2.1082599123669,-1.50268908265314,-3.00537816530628,-2.45747299203549,-3.10157444461502,-26.8137013214185
0.140781611196394,-1.30949325576119,-2.61898651152237,-0.614408454314834,-0.763698223276636,-5.67596693499711
-1.2420362717618,-0.173415703351756,-0.346831406703513,-3.01226431906039,0.745594752714638,-7.88971271210152
-0.452190090068542,-2.0537651566762,-4.1075303133524,-2.59755691402204,-2.04896175484613,-23.6129820890122
-1.39039841119549,-1.27058561649685,-2.54117123299371,-2.40730642165987,7.10514860859727,-17.302875879423
0.280910909119601,-1.10042803046352,-2.20085606092703,-5.72415653933581,1.52171896453489,-19.0190444394274
-0.233362213292721,-0.367063435010846,-0.734126870021692,0.707146425764454,-1.97600212871259,-3.53643913963314
-0.606006679016624,-1.29497366499959,-2.58994732999917,-1.46949341077651,0.278806062531607,-5.04750065795614
1.0534039438615,3.61121973735692,7.22243947471384,-1.69284662282835,-0.662780892788729,-0.838119782461322
-0.0564435323626802,0.609845638799141,1.21969127759828,-2.80280401036695,-0.115936693210873,-9.26893591575727
0.4869003055748,-4.21952422951665,-8.43904845903329,-3.55544751474525,-1.27387692012084,-28.8612309011299
1.1033705592832,-2.77279789691983,-5.54559579383966,-0.627204954745174,1.91942820235865,4.10408781341218
-0.252291271224346,-2.02932649625745,-4.0586529925149,-3.35836002916888,-5.05316585812471,-41.8736355673063
0.0226754476156492,0.64491035638576,1.28982071277152,-1.0453892560839,-0.229596261215162,-1.73816849600323
1.47216626757457,-0.361091367959946,-0.722182735919892,-0.00202677717118638,2.02462920201378,12.8885769423541
-0.826073591796118,-4.80610411524859,-9.61220823049717,-3.27354400190672,-0.365324881956775,-24.3960029131877
