"X1","X2","Y"
0.921280994080007,-0.129229122772813,1
0.289840967860073,-0.79918624414131,-1
0.356930959038436,0.734812307637185,1
0.994351991917938,-0.64355490449816,1
0.73778190696612,0.414822173770517,1
0.726889868266881,0.122334470506757,1
-0.926545962691307,-0.29461715137586,-1
0.703553793486208,0.419714269693941,1
0.873405424878001,0.548647013958544,1
0.931143831461668,0.882949682883918,1
-0.0511845224536955,0.212971763685346,1
0.390481176320463,0.592872879002243,1
-0.932293704245239,0.792010937817395,-1
0.431004289537668,-0.889658626168966,-1
-0.953374139033258,-0.682623167987913,-1
0.930972363334149,-0.579932969994843,1
-0.480830086860806,-0.750677946023643,-1
-0.565061053261161,0.480941403191537,-1
-0.258611791301519,-0.440471531357616,-1
-0.691638702526689,0.259896356146783,-1
-0.218729281332344,0.737207285594195,1
0.707202006131411,-0.113627546932548,1
0.742794957477599,-0.212434492073953,1
0.695254114456475,-0.128629834856838,1
-0.979233788792044,0.548069530632347,-1
0.939248915296048,-0.850030226632953,1
-0.119166296441108,0.967259746510535,1
0.521307536400855,-0.991186557803303,-1
-0.919996802229434,-0.0795855689793825,-1
0.477575670927763,-0.442578451707959,1
0.695674261078238,-0.56918220128864,1
-0.511384383309633,0.304913377389312,-1
0.0889778737910092,-0.351790010463446,-1
0.40087078884244,-0.78681324608624,-1
-0.181062650401145,0.0941422726027668,-1
-0.371640737634152,-0.0843939846381545,-1
0.815354986581951,0.559261575806886,1
-0.139837438706309,-0.67549946019426,-1
0.281938067637384,-0.772698818240315,-1
-0.78327461797744,-0.0914159449748695,-1
0.0644617676734924,-0.682026733178645,-1
-0.648667651694268,0.335193566977978,-1
0.0060011581517756,-0.6035674107261,-1
-0.116891086567193,-0.960100848693401,-1
-0.256766113452613,-0.0137556791305542,-1
0.652602885384113,0.833795957732946,1
-0.421678247861564,0.691399229224771,1
0.531314821448177,-0.682829721830785,1
-0.266129585448653,-0.289143739268184,-1
0.352718548383564,0.865317818708718,1
-0.44514961540699,0.126291560474783,-1
-0.697848323266953,0.380888379644603,-1
-0.125014766585082,-0.664185338653624,-1
0.899495077319443,-0.662359042558819,1
0.502777887042612,-0.155802328139544,1
0.570447018370032,-0.596661746501923,1
-0.186856205109507,0.334627219475806,1
-0.957676865626127,-0.377105090301484,-1
0.420072262641042,0.0726855057291687,1
-0.58080054493621,0.619721611496061,-1
0.0700016492046416,0.615679533220828,1
-0.599704016465694,0.309801895637065,-1
0.643909472972155,0.781659281346947,1
0.509970788378268,-0.651945249177516,1
0.140383004210889,0.369272367097437,1
0.843105478212237,-0.361886154860258,1
-0.750585687812418,-0.0338937994092703,-1
-0.787864339072257,0.154617981985211,-1
0.450597597286105,-0.496655285358429,1
0.600418534129858,0.842145819682628,1
-0.176649104803801,-0.821858218871057,-1
-0.779924829024822,0.522355459630489,-1
0.174825263209641,-0.768970172852278,-1
-0.377449776977301,0.135637288913131,-1
-0.667723333463073,-0.74063285626471,-1
0.481852565426379,-0.705912315286696,1
0.918842887040228,-0.52504223305732,1
0.560127484146506,0.742958374787122,1
-0.424781501293182,-0.501648998819292,-1
0.00988549832254648,0.636912984773517,1
-0.501798903103918,-0.907767142169178,-1
0.817358850035816,0.381706345826387,1
0.723719276487827,-0.0103060477413237,1
0.149117893073708,-0.613268751185387,-1
0.0968844797462225,-0.533718306105584,-1
-0.947492048144341,0.646448630373925,-1
-0.757667346857488,0.5970798432827,-1
0.0691033233888447,0.862601490691304,1
-0.108790875412524,0.664183998480439,1
-0.0495464322157204,-0.4170096302405,-1
-0.380875817965716,0.0282884896732867,-1
-0.139948182739317,0.306094995699823,1
0.785619331523776,0.85186734283343,1
-0.0242848801426589,-0.375975197646767,-1
0.861910443753004,0.112239969428629,1
0.127131749410182,-0.22165401186794,1
0.577952285762876,-0.0314743155613542,1
0.669035937171429,-0.234097245149314,1
-0.0619537401944399,-0.295057049952447,-1
-0.349036417435855,-0.43130990723148,-1
-0.26197699084878,-0.238681302871555,-1
-0.362122301012278,0.504009813070297,1
0.554477069992572,0.932534244842827,1
-0.246026898734272,-0.272366028744727,-1
0.205673776101321,-0.479303799569607,-1
0.421065550297499,0.976338831707835,1
